ProvinceCode,ProvinceName,CityMunicipalityCode,CityMunicipalityName,BarangayCode,BarangayName
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200018,Dalahican
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200019,Domoit
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200020,"Ibabang Dupay"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200021,"Ibabang Iyam"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200022,"Ibabang Talim"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200023,"Ilayang Dupay"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200024,"Ilayang Iyam"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200025,"Ilayang Talim"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200026,Isabang
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200027,"Mayao Crossing"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200028,"Mayao Kanluran"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200029,"Mayao Parada"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200030,"Mayao Silangan"
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200032,Ransohan
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200033,Salinas
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200034,Talao-talao
0431200000,"Province 0431200000",0431200000,"City of Lucena",0431200035,"Market View"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200001,Alangilan
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200002,Alijis
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200003,Banago
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200004,"Barangay 1"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200005,"Barangay 10"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200006,"Barangay 11"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200007,"Barangay 12"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200008,"Barangay 13"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200009,"Barangay 14"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200010,"Barangay 15"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200011,"Barangay 16"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200012,"Barangay 17"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200013,"Barangay 18"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200014,"Barangay 19"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200015,"Barangay 2"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200016,"Barangay 20"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200017,"Barangay 21"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200018,"Barangay 22"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200019,"Barangay 23"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200020,"Barangay 24"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200021,"Barangay 25"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200022,"Barangay 26"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200023,"Barangay 27"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200024,"Barangay 28"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200025,"Barangay 29"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200026,"Barangay 3"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200027,"Barangay 30"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200028,"Barangay 31"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200029,"Barangay 32"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200030,"Barangay 33"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200031,"Barangay 34"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200032,"Barangay 35"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200033,"Barangay 36"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200034,"Barangay 37"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200035,"Barangay 38"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200036,"Barangay 39"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200037,"Barangay 4"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200038,"Barangay 40"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200039,"Barangay 41"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200040,"Barangay 5"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200041,"Barangay 6"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200042,"Barangay 7"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200043,"Barangay 8"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200044,"Barangay 9"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200045,Bata
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200046,Cabug
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200047,Estefania
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200048,Felisa
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200049,Granada
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200050,Mandalagan
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200051,Mansilingan
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200052,Montevista
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200053,Pahanocoy
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200054,"Punta Taytay"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200055,Singcang-Airport
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200056,Sum-ag
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200057,Taculing
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200058,Tangub
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200059,Villamonte
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200060,"Vista Alegre"
0630200000,"Province 0630200000",0630200000,"City of Bacolod",0630200061,Handumanan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000001,"Santa Cruz"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000003,Aguinaldo
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000004,Airport
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000005,"Alalasan Lapuz"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000006,Arguelles
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000007,"Arsenal Aduana"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000008,"North Avance�a"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000009,Bakhaw
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000010,Balabago
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000011,Balantang
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000012,Baldoza
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000014,Sinikway
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000015,Bantud
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000016,Banuyao
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000017,"Baybay Tanza"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000018,Benedicto
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000019,Bito-on
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000020,"Monica Blumentritt"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000021,Bolilao
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000022,"Bonifacio Tanza"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000023,Bonifacio
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000024,Buhang
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000025,"Buhang Taft North"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000026,Buntatala
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000028,Seminario
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000029,Caingin
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000030,Calahunan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000031,Calaparan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000032,Calumpang
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000033,Camalig
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000034,"El 98 Castilla"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000035,Cochero
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000036,Compania
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000038,Concepcion-Montes
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000040,Cuartero
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000041,Cubay
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000042,Danao
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000043,Mabolo-Delgado
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000044,Democracia
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000045,Desamparados
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000046,Divinagracia
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000047,"Don Esteban-Lapuz"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000048,Dulonan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000049,Dungon
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000050,"Dungon A"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000051,"Dungon B"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000052,"East Baluarte"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000053,"East Timawa"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000054,Edganzon
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000055,Tanza-Esperanza
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000056,Fajardo
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000057,Flores
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000060,"South Fundidor"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000061,"General Hughes-Montes"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000062,Gloria
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000063,Gustilo
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000064,Guzman-Jesena
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000065,"Habog-habog Salvacion"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000067,"Hibao-an Sur"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000068,Hinactacan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000069,Hipodromo
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000070,Inday
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000071,Infante
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000072,Ingore
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000073,"Jalandoni Estate-Lapuz"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000074,Jalandoni-Wilson
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000075,Delgado-Jalandoni-Bagumbayan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000076,Javellana
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000077,Jereos
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000078,Calubihan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000079,Kasingkasing
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000080,Katilingban
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000081,Kauswagan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000084,"Our Lady Of Fatima"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000085,Laguda
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000086,Lanit
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000087,"Lapuz Norte"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000088,"Lapuz Sur"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000089,"Legaspi dela Rama"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000090,Liberation
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000091,"Libertad, Santa Isabel"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000092,Libertad-Lapuz
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000093,"Lopez Jaena"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000094,Loboc-Lapuz
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000095,"Lopez Jaena Norte"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000096,"Lopez Jaena Sur"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000097,Luna
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000098,"M. V. Hechanova"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000099,Burgos-Mabini-Plaza
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000100,Macarthur
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000101,Magdalo
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000102,Magsaysay
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000103,"Magsaysay Village"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000104,Malipayon-Delgado
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000105,Mansaya-Lapuz
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000106,"Marcelo H. del Pilar"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000107,"Maria Clara"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000108,"Maria Cristina"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000109,Mohon
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000110,"Molo Boulevard"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000112,Montinola
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000113,"Muelle Loney-Montes"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000114,Nabitasan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000115,Navais
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000116,Nonoy
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000117,"North Fundidor"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000118,"North Baluarte"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000119,"North San Jose"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000120,"O�ate de Leon"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000121,Obrero-Lapuz
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000122,Ortiz
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000123,Osme�a
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000124,"Our Lady Of Lourdes"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000125,"Rizal Palapala I"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000126,"Rizal Palapala II"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000127,"PHHC Block 17"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000128,"PHHC Block 22 NHA"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000129,"Poblacion Molo"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000131,"President Roxas"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000132,Progreso-Lapuz
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000133,Punong-Lapuz
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000134,Quezon
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000135,"Quintin Salas"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000136,Rima-Rizal
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000137,"Rizal Estanzuela"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000138,"Rizal Ibarra"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000139,Railway
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000140,"Roxas Village"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000144,Sambag
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000146,Sampaguita
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000148,"San Agustin"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000149,"San Antonio"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000150,"San Felix"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000151,"San Isidro"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000152,"Hibao-an Norte"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000154,"San Jose"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000155,"San Jose"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000156,"San Juan"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000157,"San Nicolas"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000158,"San Pedro"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000159,"San Pedro"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000160,"San Rafael"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000161,"San Roque"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000163,"San Vicente"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000164,"Santa Filomena"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000165,"Santa Rosa"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000166,"Santo Domingo"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000167,"Santo Ni�o Norte"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000168,"Santo Ni�o Sur"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000169,"Santo Rosario-Duran"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000170,"Simon Ledesma"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000171,So-oc
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000172,"South Baluarte"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000173,"South San Jose"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000174,Taal
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000175,"Tabuc Suba"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000176,Tabucan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000177,Tacas
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000178,"Abeto Mirasol Taft South"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000179,Tagbac
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000181,Tap-oc
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000182,"Taytay Zone II"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000183,Ticud
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000185,"Timawa Tanza I"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000186,"Timawa Tanza II"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000187,Ungka
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000188,"Veterans Village"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000189,"Villa Anita"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000191,"West Habog-habog"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000192,"West Timawa"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000193,Yulo-Arroyo
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000194,"Yulo Drive"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000195,Zamora-Melliza
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000196,"Pale Benedicto Rizal"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000197,Kahirupan
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000198,Luna
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000199,"San Isidro"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000200,"San Jose"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000201,"Tabuc Suba"
0631000000,"Province 0631000000",0631000000,"City of Iloilo",0631000202,Rizal
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600001,Adlaon
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600002,Agsungot
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600003,Apas
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600004,Babag
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600005,"Basak Pardo"
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600006,Bacayan
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600007,Banilad
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600008,"Basak San Nicolas"
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600010,Binaliw
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600011,Bonbon
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600013,Budla-an
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600014,Buhisan
0730600000,"Province 0730600000",0730600000,"City of Cebu",0730600015,Bulacao
